Sentence,Tokens,Lemmas,POS,Chapter
"На дворе у нас всё было тихо, в доме княгини было темно Взошел доктор.",На;дворе;у;нас;всё;было;тихо;в;доме;княгини;было;темно;Взошел;доктор,на;двор;у;мы;все;быть;тихий;в;дом;княгиня;быть;темно;взойти;доктор,ADP;NOUN;ADP;PRON;PRON;AUX;ADJ;ADP;NOUN;NOUN;AUX;ADV;VERB;NOUN,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
"Лоб у него был нахмурен, и он против обыкновения не протянул мне руки.",Лоб;у;него;был;нахмурен;и;он;против;обыкновения;не;протянул;мне;руки,лоб;у;он;быть;нахмурен;и;он;против;обыкновение;не;протянуть;я;рука,NOUN;ADP;PRON;AUX;ADJ;CCONJ;PRON;ADP;NOUN;PART;VERB;PRON;NOUN,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
"— Откуда вы, доктор?",Откуда;вы;доктор,откуда;вы;доктор,ADV;PRON;NOUN,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
— От княгини Лиговской; дочь ее больна — расслабление нервов!,От;княгини;Лиговской;дочь;ее;больна;расслабление;нервов,от;княгиня;Лиговский;дочь;ее;больной;расслабление;нерв,ADP;NOUN;PROPN;NOUN;DET;ADJ;NOUN;NOUN,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
"Да не в этом дело, а вот что: начальство догадывается, и хотя ничего нельзя доказать положительно, однако я вам советую быть осторожнее.",Да;не;в;этом;дело;а;вот;что;начальство;догадывается;и;хотя;ничего;нельзя;доказать;положительно;однако;я;вам;советую;быть;осторожнее,да;не;в;это;дело;а;вот;что;начальство;догадываться;и;хотя;ничто;нельзя;доказать;положительно;однако;я;вы;советовать;быть;осторожный,CCONJ;PART;ADP;PRON;NOUN;CCONJ;PART;PRON;NOUN;VERB;CCONJ;SCONJ;PRON;ADV;VERB;ADV;ADV;PRON;PRON;VERB;AUX;ADJ,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
"Княгиня мне говорила нынче, что она знает, что вы стрелялись за ее дочь.",Княгиня;мне;говорила;нынче;что;она;знает;что;вы;стрелялись;за;ее;дочь,княгиня;я;говорить;нынче;что;она;знать;что;вы;стреляться;за;ее;дочь,NOUN;PRON;VERB;ADV;SCONJ;PRON;VERB;SCONJ;PRON;VERB;ADP;DET;NOUN,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
Ей всё этот старичок рассказал: — как бишь его?,Ей;всё;этот;старичок;рассказал;как;бишь;его,она;весь;этот;старичок;рассказать;как;бишь;он,PRON;DET;DET;NOUN;VERB;ADV;VERB;PRON,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
— Он был свидетелем вашей стычки с Грушницким в ресторации.,Он;был;свидетелем;вашей;стычки;с;Грушницким;в;ресторации,он;быть;свидетель;ваш;стычка;с;Грушницкий;в;ресторация,PRON;AUX;NOUN;DET;NOUN;ADP;PROPN;ADP;NOUN,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
Я пришел вас предупредить.,Я;пришел;вас;предупредить,я;прийти;вы;предупредить,PRON;VERB;PRON;VERB,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
Прощайте.,Прощайте,прощать,VERB,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
"Может быть, мы больше не увидимся, вас ушлют куда-нибудь... Он на пороге остановился: ему хотелось пожать мне руку... и если б я показал ему малейшее на это желание, то он бросился бы мне на шею; но я остался холоден, как камень, — и он вышел.",Может;быть;мы;больше;не;увидимся;вас;ушлют;куда-нибудь;Он;на;пороге;остановился;ему;хотелось;пожать;мне;руку;и;если;б;я;показал;ему;малейшее;на;это;желание;то;он;бросился;бы;мне;на;шею;но;я;остался;холоден;как;камень;и;он;вышел,мочь;быть;мы;больше;не;видеться;вы;ушелить;куда-нибудь;он;на;порог;остановиться;он;хотеться;пожать;я;рука;и;если;бы;я;показать;он;малейший;на;этот;желание;то;он;броситься;бы;я;на;шея;но;я;остаться;холодный;как;камень;и;он;выйти,VERB;VERB;PRON;ADV;PART;VERB;PRON;VERB;ADV;PRON;ADP;NOUN;VERB;PRON;VERB;VERB;PRON;NOUN;CCONJ;SCONJ;AUX;PRON;VERB;PRON;ADJ;ADP;DET;NOUN;SCONJ;PRON;VERB;AUX;PRON;ADP;NOUN;CCONJ;PRON;VERB;ADJ;SCONJ;NOUN;CCONJ;PRON;VERB,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
Вот люди!,Вот;люди,вот;человек,PART;NOUN,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
"все они таковы: знают заранее все дурные стороны поступка, помогают, советуют, даже одобряют его, видя невозможность другого средства, — а потом умывают руки и отворачиваются с негодованием от того, кто имел смелость взять на себя всю тягость ответственности.",все;они;таковы;знают;заранее;все;дурные;стороны;поступка;помогают;советуют;даже;одобряют;его;видя;невозможность;другого;средства;а;потом;умывают;руки;и;отворачиваются;с;негодованием;от;того;кто;имел;смелость;взять;на;себя;всю;тягость;ответственности,весь;они;таков;знать;заранее;весь;дурной;сторона;поступок;помогать;советовать;даже;одобрять;он;видеть;невозможность;другой;средства;а;потом;умывать;рука;и;отворачивать;с;негодование;от;тот;кто;иметь;смелость;брать;на;себя;весь;тягость;ответственность,DET;PRON;ADJ;VERB;ADV;DET;ADJ;NOUN;NOUN;VERB;VERB;PART;VERB;PRON;VERB;NOUN;ADJ;NOUN;CCONJ;ADV;VERB;NOUN;CCONJ;VERB;ADP;NOUN;ADP;DET;PRON;VERB;NOUN;VERB;ADP;PRON;DET;NOUN;NOUN,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
"Все они таковы, даже самые добрые, самые умные!..",Все;они;таковы;даже;самые;добрые;самые;умные,весь;они;таков;даже;самый;добрый;самый;умный,DET;PRON;ADJ;PART;ADJ;ADJ;ADJ;ADJ,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
"На другой день утром, получив приказание от высшего начальства отправиться в крепость N, я зашел к княгине проститься.",На;другой;день;утром;получив;приказание;от;высшего;начальства;отправиться;в;крепость;N;я;зашел;к;княгине;проститься,на;другой;день;утро;получить;приказание;от;высший;начальство;отправиться;в;крепость;N;я;зайти;к;княгина;проститься,ADP;ADJ;NOUN;NOUN;VERB;NOUN;ADP;ADJ;NOUN;VERB;ADP;NOUN;PROPN;PRON;VERB;ADP;NOUN;VERB,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
"Она была удивлена, когда на вопрос ее: имею ли я ей сказать что-нибудь особенно важное?",Она;была;удивлена;когда;на;вопрос;ее;имею;ли;я;ей;сказать;что-нибудь;особенно;важное,она;быть;удивить;когда;на;вопрос;она;иметь;ли;я;она;сказать;что-нибудь;особенно;важный,PRON;AUX;VERB;SCONJ;ADP;NOUN;PRON;VERB;PART;PRON;PRON;VERB;PRON;ADV;ADJ,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
"я отвечал, что желаю ей быть счастливой и проч.",я;отвечал;что;желаю;ей;быть;счастливой;и;проч,я;отвечать;что;желать;она;быть;счастливый;и;проч,PRON;VERB;SCONJ;VERB;PRON;AUX;ADJ;CCONJ;ADV,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
— А мне нужно с вами поговорить очень серьезно.,А;мне;нужно;с;вами;поговорить;очень;серьезно,а;я;нужный;с;вы;говорить;очень;серьезно,CCONJ;PRON;ADJ;ADP;PRON;VERB;ADV;ADV,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
Я сел молча.,Я;сел;молча,я;сесть;молча,PRON;VERB;ADV,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
"Явно было, что она не знала, с чего начать; лицо ее побагровело, пухлые ее пальцы стучали по столу; наконец она начала так, прерывистым голосом: — Послушайте, мсье Печорин!",Явно;было;что;она;не;знала;с;чего;начать;лицо;ее;побагровело;пухлые;ее;пальцы;стучали;по;столу;наконец;она;начала;так;прерывистым;голосом;Послушайте;мсье;Печорин,явно;быть;что;она;не;знать;с;что;начать;лицо;она;побагроветь;пухлый;ее;палец;стучать;по;стол;наконец;она;начать;так;прерывистый;голос;послушать;меье;Печорин,ADV;VERB;SCONJ;PRON;PART;VERB;ADP;PRON;VERB;NOUN;PRON;VERB;ADJ;DET;NOUN;VERB;ADP;NOUN;ADV;PRON;VERB;ADV;ADJ;NOUN;VERB;NOUN;PROPN,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
"я думаю, что вы благородный человек.",я;думаю;что;вы;благородный;человек,я;думать;что;вы;благородный;человек,PRON;VERB;SCONJ;PRON;ADJ;NOUN,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
Я поклонился.,Я;поклонился,я;поклониться,PRON;VERB,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
"— Я даже в этом уверена, — продолжала она, — хотя ваше поведение несколько сомнительно; но у вас могут быть причины, которых я не знаю, и их-то вы должны теперь мне поверить.",Я;даже;в;этом;уверена;продолжала;она;хотя;ваше;поведение;несколько;сомнительно;но;у;вас;могут;быть;причины;которых;я;не;знаю;и;их-то;вы;должны;теперь;мне;поверить,я;даже;в;это;уверенный;продолжать;она;хотя;ваш;поведение;несколько;сомнительный;но;у;вы;мочь;быть;причина;который;я;не;знать;и;о;вы;должен;теперь;я;поверить,PRON;PART;ADP;PRON;ADJ;VERB;PRON;SCONJ;DET;NOUN;ADV;ADJ;CCONJ;ADP;PRON;VERB;VERB;NOUN;PRON;PRON;PART;VERB;CCONJ;PRON;PRON;ADJ;ADV;PRON;VERB,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
"Вы защитили дочь мою от клеветы, стрелялись за нее, следственно, рисковали жизнью... Не отвечайте, я знаю, что вы в этом не признаетесь, потому что Грушницкий убит (она перекрестилась).",Вы;защитили;дочь;мою;от;клеветы;стрелялись;за;нее;следственно;рисковали;жизнью;Не;отвечайте;я;знаю;что;вы;в;этом;не;признаетесь;потому;что;Грушницкий;убит;она;перекрестилась,вы;защитить;дочь;мой;от;клевета;стреляться;за;она;следственный;рисковать;жизнь;не;отвечать;я;знать;что;вы;в;это;не;признаваться;потому;что;Грушницкий;убить;она;перекреститься,PRON;VERB;NOUN;DET;ADP;NOUN;VERB;ADP;PRON;ADV;VERB;NOUN;PART;VERB;PRON;VERB;SCONJ;PRON;ADP;PRON;PART;VERB;ADV;SCONJ;PROPN;VERB;PRON;VERB,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
"Бог ему простит — и, надеюсь, вам также!..",Бог;ему;простит;и;надеюсь;вам;также,бог;он;простить;и;надеяться;вы;также,NOUN;PRON;VERB;CCONJ;VERB;PRON;ADV,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
"Что до меня касается, то я не смею осуждать вас, потому что дочь моя, хотя невинно, но была этому причиной.",Что;до;меня;касается;то;я;не;смею;осуждать;вас;потому;что;дочь;моя;хотя;невинно;но;была;этому;причиной,что;до;я;касаться;то;я;не;сметь;осуждать;вы;потому;что;дочь;мой;хотя;невинный;но;быть;это;причина,PRON;ADP;PRON;VERB;SCONJ;PRON;PART;VERB;VERB;PRON;ADV;SCONJ;NOUN;DET;SCONJ;ADJ;CCONJ;AUX;PRON;NOUN,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
"Она мне всё сказала... я думаю, всё: вы изъяснились ей в любви... она вам призналась в своей (тут княгиня тяжело вздохнула).",Она;мне;всё;сказала;я;думаю;всё;вы;изъяснились;ей;в;любви;она;вам;призналась;в;своей;тут;княгиня;тяжело;вздохнула,она;я;все;сказать;я;думать;все;вы;изъясниться;она;в;любовь;она;вы;признаться;в;свой;тут;княгиня;тяжело;вздохнуть,PRON;PRON;PRON;VERB;PRON;VERB;PRON;PRON;VERB;PRON;ADP;NOUN;PRON;PRON;VERB;ADP;DET;ADV;NOUN;ADV;VERB,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
"Но она больна, и я уверена, что это не простая болезнь!",Но;она;больна;и;я;уверена;что;это;не;простая;болезнь,но;она;больной;и;я;уверенный;что;это;не;простой;болезнь,CCONJ;PRON;ADJ;CCONJ;PRON;ADJ;SCONJ;PRON;PART;ADJ;NOUN,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
"Печаль тайная ее убивает; она не признается, но я уверена, что вы этому причиной... Послушайте, вы, может быть, думаете, что я ищу чинов, огромного богатства, — разуверьтесь!",Печаль;тайная;ее;убивает;она;не;признается;но;я;уверена;что;вы;этому;причиной;Послушайте;вы;может;быть;думаете;что;я;ищу;чинов;огромного;богатства;разуверьтесь,печаль;тайный;она;убивать;она;не;признаваться;но;я;уверенный;что;вы;это;причина;послушать;вы;мочь;быть;думать;что;я;искать;чин;огромный;богатство;разувериться,NOUN;ADJ;PRON;VERB;PRON;PART;VERB;CCONJ;PRON;ADJ;SCONJ;PRON;PRON;NOUN;VERB;PRON;VERB;VERB;VERB;SCONJ;PRON;VERB;NOUN;ADJ;NOUN;VERB,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
я хочу только счастья дочери.,я;хочу;только;счастья;дочери,я;хотеть;только;счастье;дочь,PRON;VERB;PART;NOUN;NOUN,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
"Ваше теперешнее положение незавидно, но оно может поправиться, — вы имеете состояние, вас любит дочь моя, она воспитана так, что составит счастие мужа, — я богата, она у меня одна... Говорите, что вас удерживает?..",Ваше;теперешнее;положение;незавидно;но;оно;может;поправиться;вы;имеете;состояние;вас;любит;дочь;моя;она;воспитана;так;что;составит;счастие;мужа;я;богата;она;у;меня;одна;Говорите;что;вас;удерживает,ваш;теперешний;положение;незавидный;но;оно;мочь;поправиться;вы;иметь;состояние;вы;любить;дочь;мой;она;воспитать;так;что;составить;счастье;муж;я;богатый;она;у;я;один;говорить;что;вы;удерживать,DET;ADJ;NOUN;ADJ;CCONJ;PRON;VERB;VERB;PRON;VERB;NOUN;PRON;VERB;NOUN;DET;PRON;VERB;ADV;SCONJ;VERB;NOUN;NOUN;PRON;ADJ;PRON;ADP;PRON;DET;VERB;PRON;PRON;VERB,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
"Видите, я не должна бы была вам всего этого говорить, но я полагаюсь на ваше сердце, на вашу честь — вспомните, у меня одна дочь... одна... Она заплакала.",Видите;я;не;должна;бы;была;вам;всего;этого;говорить;но;я;полагаюсь;на;ваше;сердце;на;вашу;честь;вспомните;у;меня;одна;дочь;одна;Она;заплакала,видеть;я;не;должен;бы;быть;вы;весь;это;говорить;но;я;полагаться;на;ваш;сердце;на;ваш;честь;вспомянуть;у;я;один;дочь;один;она;заплакать,VERB;PRON;PART;ADJ;AUX;AUX;PRON;DET;PRON;VERB;CCONJ;PRON;VERB;ADP;DET;NOUN;ADP;DET;NOUN;VERB;ADP;PRON;NUM;NOUN;NUM;PRON;VERB,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
"— Княгиня, — сказал я: — мне невозможно отвечать вам; позвольте мне поговорить с вашей дочерью, — наедине... — Никогда!",Княгиня;сказал;я;мне;невозможно;отвечать;вам;позвольте;мне;поговорить;с;вашей;дочерью;наедине;Никогда,Княгинь;сказать;я;я;невозможный;отвечать;вы;позволить;я;говорить;с;ваш;дочь;наедине;никогда,PROPN;VERB;PRON;PRON;ADJ;VERB;PRON;VERB;PRON;VERB;ADP;DET;NOUN;ADV;ADV,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
"— воскликнула она, встав со стула в сильном волнении.",воскликнула;она;встав;со;стула;в;сильном;волнении,воскликнуть;она;встать;с;стул;в;сильный;волнение,VERB;PRON;VERB;ADP;NOUN;ADP;ADJ;NOUN,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
"— Как хотите, — отвечал я, приготовляясь уйти.",Как;хотите;отвечал;я;приготовляясь;уйти,как;хотеть;отвечать;я;приготовляться;уйти,ADV;VERB;VERB;PRON;VERB;VERB,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
"Она задумалась, сделала мне знак рукою, чтоб я подождал, и вышла.",Она;задумалась;сделала;мне;знак;рукою;чтоб;я;подождал;и;вышла,она;задуматься;сделать;я;знак;рука;чтобы;я;подождать;и;выйти,PRON;VERB;VERB;PRON;NOUN;NOUN;SCONJ;PRON;VERB;CCONJ;VERB,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
"Прошло минут пять; сердце мое сильно билось, но мысли были спокойны, голова холодна; как я ни искал в груди моей хоть искры любви к милой Мери, но старания мои были напрасны.",Прошло;минут;пять;сердце;мое;сильно;билось;но;мысли;были;спокойны;голова;холодна;как;я;ни;искал;в;груди;моей;хоть;искры;любви;к;милой;Мери;но;старания;мои;были;напрасны,пройти;минута;пять;сердце;мой;сильно;биться;но;мысль;быть;спокойный;голова;холодный;как;я;ни;искать;в;грудь;мой;хоть;искра;любовь;к;милый;Мэри;но;старание;мой;быть;напрасный,VERB;NOUN;NUM;NOUN;DET;ADV;VERB;CCONJ;NOUN;AUX;ADJ;NOUN;ADJ;SCONJ;PRON;PART;VERB;ADP;NOUN;DET;ADV;NOUN;NOUN;ADP;ADJ;PROPN;CCONJ;NOUN;DET;AUX;ADJ,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
Вот двери отворились и взошла она.,Вот;двери;отворились;и;взошла;она,вот;дверь;отворить;и;восходить;она,PART;NOUN;VERB;CCONJ;VERB;PRON,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
Боже!,Боже,бог,VERB,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
"как переменилась с тех пор, как я не видал ее, — а давно ли?",как;переменилась;с;тех;пор;как;я;не;видал;ее;а;давно;ли,как;перемениться;с;тот;пора;как;я;не;видать;она;а;давно;ли,SCONJ;VERB;ADP;DET;NOUN;SCONJ;PRON;PART;VERB;PRON;CCONJ;ADV;PART,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
"Дойдя до середины комнаты, она пошатнулась; я вскочил, подал ей руку и довел ее до кресел.",Дойдя;до;середины;комнаты;она;пошатнулась;я;вскочил;подал;ей;руку;и;довел;ее;до;кресел,дойти;до;середина;комната;она;пошатнуться;я;вскочить;подать;она;рука;и;довести;она;до;кресло,VERB;ADP;NOUN;NOUN;PRON;VERB;PRON;VERB;VERB;PRON;NOUN;CCONJ;VERB;PRON;ADP;NOUN,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
Я стоял против нее.,Я;стоял;против;нее,я;стоять;против;она,PRON;VERB;ADP;PRON,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
"Мы долго молчали; ее большие глаза, исполненные неизъяснимой грусти, казалось искали в моих что-нибудь похожее на надежду; ее бледные губы напрасно старались улыбнуться; ее нежные руки, сложенные на коленах, были так худы и прозрачны, что мне стало жаль ее.",Мы;долго;молчали;ее;большие;глаза;исполненные;неизъяснимой;грусти;казалось;искали;в;моих;что-нибудь;похожее;на;надежду;ее;бледные;губы;напрасно;старались;улыбнуться;ее;нежные;руки;сложенные;на;коленах;были;так;худы;и;прозрачны;что;мне;стало;жаль;ее,мы;долго;молчать;ее;большой;глаз;исполнить;неизъяснимый;грусть;казаться;искать;в;мой;что-нибудь;похожий;на;надежда;ее;бледный;губа;напрасно;стараться;улыбнуться;ее;нежный;рука;сложить;на;колено;быть;так;худой;и;прозрачный;что;я;стать;жаль;она,PRON;ADV;VERB;DET;ADJ;NOUN;VERB;ADJ;NOUN;VERB;VERB;ADP;DET;PRON;ADJ;ADP;NOUN;DET;ADJ;NOUN;ADV;VERB;VERB;DET;ADJ;NOUN;VERB;ADP;NOUN;AUX;ADV;ADJ;CCONJ;ADJ;SCONJ;PRON;VERB;ADV;PRON,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
"— Княжна, — сказал я: — вы знаете, что я над вами смеялся!..",Княжна;сказал;я;вы;знаете;что;я;над;вами;смеялся,Княжна;сказать;я;вы;знать;что;я;над;вы;смеяться,PROPN;VERB;PRON;PRON;VERB;SCONJ;PRON;ADP;PRON;VERB,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
Вы должны презирать меня.,Вы;должны;презирать;меня,вы;должен;презирать;я,PRON;ADJ;VERB;PRON,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
На ее щеках показался болезненный румянец.,На;ее;щеках;показался;болезненный;румянец,на;ее;щека;показаться;болезненный;румянец,ADP;DET;NOUN;VERB;ADJ;NOUN,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
"Я продолжал: — Следственно, вы меня любить не можете... Она отвернулась, облокотилась на стол, закрыла глаза рукою, и мне показалось, что в них блеснули слезы.",Я;продолжал;Следственно;вы;меня;любить;не;можете;Она;отвернулась;облокотилась;на;стол;закрыла;глаза;рукою;и;мне;показалось;что;в;них;блеснули;слезы,я;продолжать;следственный;вы;я;любить;не;мочь;она;отвернуться;облокотиться;на;стол;закрыть;глаз;рука;и;я;казаться;что;в;они;блеснуть;слеза,PRON;VERB;ADV;PRON;PRON;VERB;PART;VERB;PRON;VERB;VERB;ADP;NOUN;VERB;NOUN;NOUN;CCONJ;PRON;VERB;SCONJ;ADP;PRON;VERB;NOUN,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
— Боже мой!,Боже;мой,бог;мой,VERB;DET,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
— произнесла она едва внятно.,произнесла;она;едва;внятно,произнести;она;едва;внятно,VERB;PRON;ADV;ADV,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
"Это становилось невыносимо: еще минута, и я бы упал к ногам ее.",Это;становилось;невыносимо;еще;минута;и;я;бы;упал;к;ногам;ее,это;становиться;невыносимый;еще;минута;и;я;бы;падать;к;нога;она,PRON;VERB;ADJ;ADV;NOUN;CCONJ;PRON;AUX;VERB;ADP;NOUN;PRON,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
"— Итак, вы сами видите, — сказал я сколько мог твердым голосом и с принужденной усмешкою: — вы сами видите, что я не могу на вас жениться; если б вы даже этого теперь хотели, то скоро бы раскаялись.",Итак;вы;сами;видите;сказал;я;сколько;мог;твердым;голосом;и;с;принужденной;усмешкою;вы;сами;видите;что;я;не;могу;на;вас;жениться;если;б;вы;даже;этого;теперь;хотели;то;скоро;бы;раскаялись,итак;вы;сам;видеть;сказать;я;сколько;мочь;твердый;голос;и;с;принудить;усмешка;вы;сам;видеть;что;я;не;мочь;на;вы;жениться;если;бы;вы;даже;это;теперь;хотеть;то;скоро;бы;раскаяться,ADV;PRON;ADJ;VERB;VERB;PRON;NUM;VERB;ADJ;NOUN;CCONJ;ADP;VERB;NOUN;PRON;ADJ;VERB;SCONJ;PRON;PART;VERB;ADP;PRON;VERB;SCONJ;AUX;PRON;PART;PRON;ADV;VERB;SCONJ;ADV;AUX;VERB,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
